Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"first go to landmark three then go to the blue room .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 48
"go to the third floor avoiding the red room . if you get to third floor you can then proceed to the red room", "~ ( red_room ) U ( third_floor )", 0, 100, 41
"stay on the third floor and go to the orange room .", "F ( orange_room ) & G ( third_floor )", 0, 100, 33
"go to the yellow room then proceed to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 38
"go through the third floor and navigate to the purple room .", "F ( third_floor & F ( purple_room ) )", 0, 100, 40
"go to the yellow room then go to landmark three .", "F ( yellow_room & F ( landmark_3 ) )", 0, 100, 39
"go to landmark three avoid the orange room until you have been to the landmark .", "~ ( orange_room ) U ( landmark_3 )", 0, 100, 55
"go to the twond floor avoiding the green room . if you reached the second floor you can stay there or head to the green room .", "~ ( green_room ) U ( second_floor )", 0, 100, 61
"go to the red room by first going through the purple room .", "F ( purple_room & F ( red_room ) )", 0, 100, 50
"always avoid the green room while navigating to landmark two .", "F ( landmark_2 & ~green_room )", 0, 100, 28
"go through landmark three and then to the onest floor .", "F ( landmark_3 & F ( first_floor ) )", 0, 100, 26
"go to landmark three through landmark one .", "F ( landmark_1 & F ( landmark_3 ) )", 0, 100, 47
"avoid the orange room until going through landmark three .", "~ ( orange_room ) U ( landmark_3 )", 0, 100, 45
"go from the yellow room to the green room", "F ( yellow_room & F ( green_room ) )", 0, 100, 70
"go to the blue room then proceed to landmark one .", "F ( blue_room & F ( landmark_1 ) )", 0, 100, 41
"avoid the orange room and go to the green room .", "F ( green_room & ~orange_room )", 3, 100, 42
"always go through landmark two and then to the green room .", "F ( landmark_2 & F ( green_room ) )", 0, 100, 44
"avoid the orange room until you navigate to the third floor .", "~ ( orange_room ) U ( third_floor )", 0, 100, 33
"travel through the yellow room then go to the orange room .", "F ( yellow_room & F ( orange_room ) )", 0, 100, 50
"go to landmark two through the blue room .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 52
"go to the twond floor then go to the yellow room", "F ( second_floor & F ( yellow_room ) )", 0, 100, 48
"navigate to the yellow room always avoiding the blue room .", "F ( yellow_room & ~blue_room )", 0, 100, 33
"go to the orange room and then navigate to the yellow room .", "F ( orange_room & F ( yellow_room ) )", 0, 100, 37
"avoid the purple room until after navigating to the yellow room .", "~ ( purple_room ) U ( yellow_room )", 0, 100, 56
"go through the blue room before navigating to landmark two .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 43
"go to the second floor through the purple room .", "F ( purple_room & F ( second_floor ) )", 0, 100, 34
"do not navigate away from the second floor and go to the green room .", "F ( green_room ) & G ( second_floor )", 0, 100, 45
"go to landmark one while always avoiding the orange room .", "F ( landmark_1 & ~orange_room )", 0, 100, 36
"go directly to landmark two by only moving in the red room .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 39
"go to the orange room landmark one through landmark three green room", "F ( landmark_3 & F ( landmark_1 ) )", 6, 100, 53
"always go to landmark three before navigating to the green room .", "F ( landmark_3 & F ( green_room ) )", 0, 100, 38
"go to the yellow room through the red room", "F ( red_room & F ( yellow_room ) )", 0, 100, 64
"go to the third floor before you navigate to landmark one .", "F ( third_floor & F ( landmark_1 ) )", 0, 100, 43
"go to landmark three but do not enter the green room first .", "~ ( green_room ) U ( landmark_3 )", 0, 100, 53
"do n t leave the blue room and go to landmark two .", "F ( landmark_2 ) & G ( blue_room )", 0, 100, 36
"go to landmark two before going to the green room .", "F ( landmark_2 & F ( green_room ) )", 0, 100, 37
"avoid the yellow room until you go to the third floor .", "~ ( yellow_room ) U ( third_floor )", 0, 100, 42
"move to landmark two but travel to the onest floor first .", "F ( first_floor & F ( landmark_2 ) )", 0, 100, 60
"travel to the onest floor and then go to landmark one .", "F ( second_floor & F ( landmark_1 ) )", 1, 100, 41
"avoid the red room until after navigating to the blue room .", "~ ( red_room ) U ( blue_room )", 0, 100, 65
"stay on the third floor and move to landmark three .", "F ( landmark_3 ) & G ( third_floor )", 0, 100, 33
"go to or through the yellow room always avoid going to the yellow room through the green room", "~ ( green_room ) U ( yellow_room )", 2, 100, 64
"avoid the purple room until you navigate to landmark three .", "~ ( purple_room ) U ( landmark_3 )", 0, 100, 56
"stay away from the green room and go to landmark three .", "F ( landmark_3 & ~green_room )", 0, 100, 12
"travel to landmark three .", "F ( landmark_3 )", 0, 100, 16
"move to the green room without changing floors .", "F ( green_room ) & G ( third_floor )", 0, 100, 47
"go to the yellow room avoiding landmark three .", "F ( yellow_room & ~landmark_3 )", 0, 100, 61
"go to or through the green room always avoid going to the green room through landmark three", "~ ( landmark_3 ) U ( green_room )", 0, 100, 44
"go through the first floor and navigate to the red room .", "F ( first_floor & F ( red_room ) )", 0, 100, 41
"avoid the red room and go to landmark two .", "F ( landmark_2 & ~red_room )", 0, 100, 47
"from the first floor navigate to the purple room .", "F ( first_floor & F ( purple_room ) )", 0, 100, 32
"go to the green room while avoiding landmark two", "F ( green_room & ~landmark_2 )", 0, 100, 35
"avoid the red room until you go to the yellow room .", "~ ( red_room ) U ( yellow_room )", 0, 100, 55
"go to the yellow room while avoiding the purple room and if you have reached the yellow room then you can go to the purple room .", "~ ( purple_room ) U ( yellow_room )", 1, 100, 53
"without leaving the red room go to landmark two .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 31
"go to the purple room then go to landmark two .", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 48
"go to the orange room through the red room", "F ( red_room & F ( orange_room ) )", 4, 100, 54
"go to the green room while avoiding the purple room and if you have reached the green room then you can go to the purple room .", "~ ( purple_room ) U ( green_room )", 1, 100, 38
"go to the red room through the yellow room", "F ( yellow_room & F ( red_room ) )", 0, 100, 55
"avoid landmark two and go to the third floor .", "F ( third_floor & ~landmark_2 )", 0, 100, 38
"stay in the purple room and go to landmark three and stop", "F ( landmark_3 ) & G ( purple_room )", 0, 100, 36
"avoid the blue room and travel to the red room .", "F ( red_room & ~blue_room )", 0, 100, 41
"go to landmark three while always avoiding the red room .", "F ( landmark_3 & ~red_room )", 0, 100, 24
"travel through the blue room then go to the red room .", "F ( blue_room & F ( red_room ) )", 0, 100, 55
"move to landmark three and then proceed to the purple room .", "F ( landmark_3 & F ( purple_room ) )", 0, 100, 49
"go through the red room and navigate to the second floor .", "F ( red_room & F ( second_floor ) )", 0, 100, 51
"avoid the green room", "F ( third_floor & ~green_room )", 0, 100, 45
"do n t leave the red room and go to landmark three .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 43
"avoid the yellow room", "F ( first_floor & ~yellow_room )", 1, 100, 61
"go to the third floor then go to the blue room .", "F ( third_floor & F ( blue_room ) )", 0, 100, 48
"go through the yellow room before going to landmark three", "~ ( landmark_3 ) U ( yellow_room )", -1, 100, 0
"go to landmark two without changing floors", "F ( landmark_2 ) & G ( third_floor )", 0, 100, 42
"always avoid the green room to navigate to landmark three .", "F ( landmark_3 & ~green_room )", 0, 100, 23
"avoid landmark three until after you go to landmark one .", "~ ( landmark_3 ) U ( landmark_1 )", 2, 100, 49
"go to the orange room without going to landmark three .", "F ( orange_room & ~landmark_3 )", 0, 100, 42
"stay in the blue room and go to landmark one .", "F ( landmark_1 ) & G ( blue_room )", 0, 100, 32
"go to the second floor then go landmark three .", "F ( second_floor & F ( landmark_3 ) )", 0, 100, 46
"go to landmark one then down to the purple room .", "F ( landmark_2 & F ( purple_room ) )", 1, 100, 41
"go through landmark one and navigate to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 30
"navigate to the red room staying on the third floor .", "F ( red_room ) & G ( third_floor )", 0, 100, 39
"visit the second floor then go to the first floor .", "F ( second_floor & F ( first_floor ) )", 1, 100, 35
"go to the orange room avoiding landmark three .", "F ( orange_room & ~landmark_3 )", 0, 100, 37
"go to the yellow room through the purple room", "F ( purple_room & F ( yellow_room ) )", 0, 100, 70
"go to the threerd floor but do not go to landmark two .", "F ( third_floor & ~landmark_2 )", 0, 100, 59
"move to the purple room first then travel to landmark two .", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 43
"always avoid the green room to navigate to landmark one .", "F ( landmark_1 & ~green_room )", 0, 100, 26
"head to the red room .", "F ( red_room )", 0, 100, 19
"go to the red room without going through the green room .", "~ ( green_room ) U ( red_room )", 0, 100, 58
"go to landmark three without leaving the red room .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 30
"move to landmark one and then proceed to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", 0, 100, 53
"proceed to the green room by going through the red room .", "F ( red_room & F ( green_room ) )", 3, 100, 55
"go through the red room to the third floor .", "F ( red_room & F ( third_floor ) )", 0, 100, 51
"go to the green room then proceed to landmark three .", "F ( green_room & F ( landmark_3 ) )", 0, 100, 35
"go to yellow room but do not go to green room .", "F ( yellow_room & ~green_room )", 0, 100, 38
"go to the orange room without going to the purple room .", "F ( orange_room & ~purple_room )", 0, 100, 27
"go through landmark two before going to the orange room .", "F ( landmark_2 & F ( orange_room ) )", 0, 100, 48
"go to the twond floor while always avoiding the blue room", "F ( third_floor & ~blue_room )", 0, 100, 44
"go to landmark two without going to landmark one", "F ( landmark_2 & ~landmark_1 )", 0, 100, 47
"avoid landmark three and go to the third floor .", "F ( third_floor & ~landmark_3 )", 0, 100, 57
"avoid landmark three until navigating to the red room .", "~ ( landmark_3 ) U ( red_room )", 0, 100, 40
"proceed to the orange room without going to any other floors .", "F ( orange_room ) & G ( third_floor )", 0, 100, 48
"avoid the green room until you go to landmark one .", "~ ( green_room ) U ( landmark_1 )", 0, 100, 41
"avoid the green room until going to the yellow room .", "~ ( green_room ) U ( yellow_room )", 0, 100, 52
"go to landmark two before going to the purple room", "F ( landmark_2 & F ( purple_room ) )", 0, 100, 44
"go to the onest floor through the red room", "F ( red_room & F ( second_floor ) )", 0, 100, 49
"go to the blue room while always avoiding landmark two", "F ( blue_room & ~landmark_2 )", 0, 100, 39
"go to the orange room without touching landmark three .", "F ( orange_room & ~landmark_3 )", 0, 100, 39
"go to landmark two through the purple room", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 52
"go through the green room before going to the third floor .", "F ( green_room & F ( third_floor ) )", 0, 100, 31
"go to the orange room while avoiding the red room and if you have reached the orange room then you can go to the red room .", "~ ( red_room ) U ( orange_room )", 2, 100, 51
"avoid landmark one and go to landmark two . if you reached landmark two then you can go to landmark one .", "~ ( landmark_1 ) U ( landmark_2 )", 0, 100, 58
"go to landmark two by avoiding the purple room and then stay there or continue to the purple room .", "~ ( purple_room ) U ( landmark_2 )", 0, 100, 53
"avoid the blue room and go to the second floor . if you reached the second floor then you may go to the blue room or just stay on the second floor .", "~ ( blue_room ) U ( second_floor )", 0, 100, 34
